id,parameter
RC-BMS-015,LsPWRCTL_BMUMaxTemp_deg
RC-BMS-015,LsPWRCTL_BattSOC_pct
RC-BMS-015,LfPWRCTL_BMSSysI_A
RC-BMS-015,VeFCH_ReqChargeCurr_A
RC-BMS-015,LbFTDC_TempOver_flg
RC-BMS-015,KuPOWROFF_ChgOff_ms
RC-BMS-015,VbFTDC_BatSystemFaultLmp_flg
RC-BMS-015,VbFTDC_BatSystemFaultLmp_flg
RC-BMS-016,LsPWRCTL_BMUMinTemp_deg
RC-BMS-016,LsPWRCTL_BMUMinTemp_deg
RC-BMS-016,LsPWRCTL_BMUMaxTemp_deg
RC-BMS-016,VePWRCTL_CutPwrPercent_enum
RC-BMS-016,VePWRCTL_CutPwrPercent_enum
RC-BMS-016,VCU_214_VEH_STATE
RC-BMS-016,LsPWRCTL_BMUMinTemp_deg
RC-BMS-016,LsPWRCTL_BMUMaxTemp_deg
RC-BMS-016,LsPWRCTL_BattSOC_pct
RC-BMS-016,LfPWRCTL_BMSSysI_A
RC-BMS-016,VeFCH_ReqChargeCurr_A
RC-BMS-016,LbFTDC_TempOver_flg
RC-BMS-016,KuPOWROFF_ChgOff_ms
RC-BMS-016,VbFTDC_BatSystemFaultLmp_flg
RC-BMS-016,VbFTDC_BatSystemFaultLmp_flg
RC-BMS-017,LsPWRCTL_BMUMinTemp_deg
RC-BMS-017,LsPWRCTL_BMUMinTemp_deg
RC-BMS-017,LsPWRCTL_BMUMaxTemp_deg
RC-BMS-017,VePWRCTL_CutPwrPercent_enum
RC-BMS-017,VePWRCTL_CutPwrPercent_enum
RC-BMS-017,VCU_214_VEH_STATE
RC-BMS-017,LsPWRCTL_BMUMinTemp_deg
RC-BMS-017,LsPWRCTL_BMUMaxTemp_deg
RC-BMS-017,LsPWRCTL_BattSOC_pct
RC-BMS-017,LfPWRCTL_BMSSysI_A
RC-BMS-017,VeFCH_ReqChargeCurr_A
RC-BMS-017,LbFTDC_ChgVoltOver_flg
RC-BMS-017,KuPOWROFF_ChgOff_ms
RC-BMS-017,VbFTDC_BatSystemFaultLmp_flg
RC-BMS-017,VbFTDC_BatSystemFaultLmp_flg
RC-BMS-018,LsPWRCTL_BMUMinTemp_deg
RC-BMS-018,LsPWRCTL_BMUMinTemp_deg
RC-BMS-018,LsPWRCTL_BMUMaxTemp_deg
RC-BMS-018,VePWRCTL_CutPwrPercent_enum
RC-BMS-018,VePWRCTL_CutPwrPercent_enum
RC-BMS-018,VCU_214_VEH_STATE
RC-BMS-018,LsPWRCTL_BMUMinTemp_deg
RC-BMS-018,LsPWRCTL_BMUMaxTemp_deg
RC-BMS-018,LsPWRCTL_BattSOC_pct
RC-BMS-018,LfPWRCTL_BMSSysI_A
RC-BMS-018,VeFCH_ReqChargeCurr_A
RC-BMS-018,LbFTDC_ChgVoltOver_flg
RC-BMS-018,KuPOWROFF_ChgOff_ms
RC-BMS-018,VbFTDC_BatSystemFaultLmp_flg
RC-BMS-018,VbFTDC_BatSystemFaultLmp_flg
RC-BMS-019,LsPWRCTL_BMUMinTemp_deg
RC-BMS-019,LsPWRCTL_BMUMinTemp_deg
RC-BMS-019,LsPWRCTL_BMUMaxTemp_deg
RC-BMS-019,VePWRCTL_CutPwrPercent_enum
RC-BMS-019,LsPWRCTL_BMUMinTemp_deg
RC-BMS-019,LsPWRCTL_BMUMaxTemp_deg
RC-BMS-019,LsPWRCTL_BattSOC_pct
RC-BMS-019,LfPWRCTL_BMSSysI_A
RC-BMS-019,VlPWRCTL_ChgP_W
RC-BMS-019,LbFTDC_InSumVoltOver_flg
RC-BMS-019,KuPOWROFF_ChgOff_ms
RC-BMS-019,VbFTDC_BatSystemFaultLmp_flg
RC-BMS-019,VbFTDC_BatSystemFaultLmp_flg
RC-BMS-020,LsPWRCTL_BMUMinTemp_deg
RC-BMS-020,LsPWRCTL_BMUMinTemp_deg
RC-BMS-020,LsPWRCTL_BMUMaxTemp_deg
RC-BMS-020,VePWRCTL_CutPwrPercent_enum
RC-BMS-020,LsPWRCTL_BMUMinTemp_deg
RC-BMS-020,LsPWRCTL_BMUMaxTemp_deg
RC-BMS-020,LsPWRCTL_BattSOC_pct
RC-BMS-020,LfPWRCTL_BMSSysI_A
RC-BMS-020,VlPWRCTL_ChgP_W
RC-BMS-020,LbFTDC_InSumVoltOver_flg
RC-BMS-020,KuPOWROFF_ChgOff_ms
RC-BMS-020,VbFTDC_BatSystemFaultLmp_flg
RC-BMS-020,VbFTDC_BatSystemFaultLmp_flg
RC-BMS-021,LsPWRCTL_BMUMinTemp_deg
RC-BMS-021,LsPWRCTL_BMUMinTemp_deg
RC-BMS-021,LsPWRCTL_BMUMaxTemp_deg
RC-BMS-021,VePWRCTL_CutPwrPercent_enum
RC-BMS-021,VePWRCTL_CutPwrPercent_enum
RC-BMS-021,VCU_214_VEH_STATE
RC-BMS-021,LsPWRCTL_BMUMinTemp_deg
RC-BMS-021,LsPWRCTL_BMUMaxTemp_deg
RC-BMS-021,LsPWRCTL_BattSOC_pct
RC-BMS-021,LfPWRCTL_BMSSysI_A
RC-BMS-021,VeFCH_ReqChargeCurr_A
RC-BMS-021,LbFTDC_InSumVoltOver_flg
RC-BMS-021,KuPOWROFF_ChgOff_ms
RC-BMS-021,VbFTDC_BatSystemFaultLmp_flg
RC-BMS-021,VbFTDC_BatSystemFaultLmp_flg
RC-BMS-022,LsPWRCTL_BMUMinTemp_deg
RC-BMS-022,LsPWRCTL_BMUMinTemp_deg
RC-BMS-022,LsPWRCTL_BMUMaxTemp_deg
RC-BMS-022,VePWRCTL_CutPwrPercent_enum
RC-BMS-022,VePWRCTL_CutPwrPercent_enum
RC-BMS-022,VCU_214_VEH_STATE
RC-BMS-022,LsPWRCTL_BMUMinTemp_deg
RC-BMS-022,LsPWRCTL_BMUMaxTemp_deg
RC-BMS-022,LsPWRCTL_BattSOC_pct
RC-BMS-022,LfPWRCTL_BMSSysI_A
RC-BMS-022,VeFCH_ReqChargeCurr_A
RC-BMS-022,LbFTDC_InSumVoltOver_flg
RC-BMS-022,KuPOWROFF_ChgOff_ms
RC-BMS-022,VbFTDC_BatSystemFaultLmp_flg
RC-BMS-022,VbFTDC_BatSystemFaultLmp_flg
RC-BMS-023,LsPWRCTL_BMUMinTemp_deg
RC-BMS-023,LsPWRCTL_BMUMinTemp_deg
RC-BMS-023,LsPWRCTL_BMUMaxTemp_deg
RC-BMS-023,VePWRCTL_CutPwrPercent_enum
RC-BMS-023,LsPWRCTL_BMUMinTemp_deg
RC-BMS-023,LsPWRCTL_BMUMaxTemp_deg
RC-BMS-023,LsPWRCTL_BattSOC_pct
RC-BMS-023,LfPWRCTL_BMSSysI_A
RC-BMS-023,VlPWRCTL_ChgP_W
RC-BMS-023,LbFTDC_IsoWorst_flg
RC-BMS-023,KuPOWROFF_ChgOff_ms
RC-BMS-023,VbFTDC_BatSystemFaultLmp_flg
RC-BMS-023,VbFTDC_BatSystemFaultLmp_flg
RC-BMS-024,LsPWRCTL_BMUMinTemp_deg
RC-BMS-024,LsPWRCTL_BMUMinTemp_deg
RC-BMS-024,LsPWRCTL_BMUMaxTemp_deg
RC-BMS-024,VePWRCTL_CutPwrPercent_enum
RC-BMS-024,LsPWRCTL_BMUMinTemp_deg
RC-BMS-024,LsPWRCTL_BMUMaxTemp_deg
RC-BMS-024,LsPWRCTL_BattSOC_pct
RC-BMS-024,LfPWRCTL_BMSSysI_A
RC-BMS-024,VlPWRCTL_ChgP_W
RC-BMS-024,LbFTDC_IsoWorst_flg
RC-BMS-024,KuPOWROFF_ChgOff_ms
RC-BMS-024,VbFTDC_BatSystemFaultLmp_flg
RC-BMS-024,VbFTDC_BatSystemFaultLmp_flg
RC-BMS-025,LsPWRCTL_BMUMinTemp_deg
RC-BMS-025,LsPWRCTL_BMUMinTemp_deg
RC-BMS-025,LsPWRCTL_BMUMaxTemp_deg
RC-BMS-025,VePWRCTL_CutPwrPercent_enum
RC-BMS-025,VePWRCTL_CutPwrPercent_enum
RC-BMS-025,VCU_214_VEH_STATE
RC-BMS-025,LsPWRCTL_BMUMinTemp_deg
RC-BMS-025,LsPWRCTL_BMUMaxTemp_deg
RC-BMS-025,LsPWRCTL_BattSOC_pct
RC-BMS-025,LfPWRCTL_BMSSysI_A
RC-BMS-025,VeFCH_ReqChargeCurr_A
RC-BMS-025,LbFTDC_IsoWorst_flg
RC-BMS-025,KuPOWROFF_ChgOff_ms
RC-BMS-025,VbFTDC_BatSystemFaultLmp_flg
RC-BMS-025,VbFTDC_BatSystemFaultLmp_flg
RC-BMS-026,LsPWRCTL_BMUMinTemp_deg
RC-BMS-026,LsPWRCTL_BMUMinTemp_deg
RC-BMS-026,LsPWRCTL_BMUMaxTemp_deg
RC-BMS-026,VePWRCTL_CutPwrPercent_enum
RC-BMS-026,VePWRCTL_CutPwrPercent_enum
RC-BMS-026,VCU_214_VEH_STATE
RC-BMS-026,LsPWRCTL_BMUMinTemp_deg
RC-BMS-026,LsPWRCTL_BMUMaxTemp_deg
RC-BMS-026,LsPWRCTL_BattSOC_pct
RC-BMS-026,LfPWRCTL_BMSSysI_A
RC-BMS-026,VeFCH_ReqChargeCurr_A
RC-BMS-026,LbFTDC_IsoWorst_flg
RC-BMS-026,KuPOWROFF_ChgOff_ms
RC-BMS-026,VbFTDC_BatSystemFaultLmp_flg
RC-BMS-026,VbFTDC_BatSystemFaultLmp_flg
RC-BMS-027,LsPWRCTL_BMUMinTemp_deg
RC-BMS-027,LsPWRCTL_BMUMinTemp_deg
RC-BMS-027,LsPWRCTL_BMUMaxTemp_deg
RC-BMS-027,VePWRCTL_CutPwrPercent_enum
RC-BMS-027,VePWRCTL_CutPwrPercent_enum
RC-BMS-027,VCU_214_VEH_STATE
RC-BMS-027,LsPWRCTL_BMUMinTemp_deg
RC-BMS-027,LsPWRCTL_BMUMaxTemp_deg
RC-BMS-027,LsPWRCTL_BattSOC_pct
RC-BMS-027,LfPWRCTL_BMSSysI_A
RC-BMS-027,VeFCH_ReqChargeCurr_A
RC-BMS-027,VbHLD_BCUIsoChnlError_flg
RC-BMS-027,VbFTDC_BatSystemFaultLmp_flg
RC-BMS-027,LbFTDC_ISOHardChnnl__flg
RC-BMS-027,VbFTDC_BatSystemFaultLmp_flg
RC-BMS-027,LbFTDC_ISOHardChnnl__flg
RC-BMS-028,LsPWRCTL_BMUMinTemp_deg
RC-BMS-028,LsPWRCTL_BMUMinTemp_deg
RC-BMS-028,LsPWRCTL_BMUMaxTemp_deg
RC-BMS-028,VePWRCTL_CutPwrPercent_enum
RC-BMS-028,VePWRCTL_CutPwrPercent_enum
RC-BMS-028,VCU_214_VEH_STATE
RC-BMS-028,LsPWRCTL_BMUMinTemp_deg
RC-BMS-028,LsPWRCTL_BMUMaxTemp_deg
RC-BMS-028,LsPWRCTL_BattSOC_pct
RC-BMS-028,LfPWRCTL_BMSSysI_A
RC-BMS-028,VeFCH_ReqChargeCurr_A
RC-BMS-028,VbHLD_BCUIsoChnlError_flg
RC-BMS-028,VbFTDC_BatSystemFaultLmp_flg
RC-BMS-028,LbFTDC_ISOHardChnnl__flg
RC-BMS-028,VbFTDC_BatSystemFaultLmp_flg
RC-BMS-028,LbFTDC_ISOHardChnnl__flg
RC-BMS-029,LsPWRCTL_BMUMinTemp_deg
RC-BMS-029,LsPWRCTL_BMUMinTemp_deg
RC-BMS-029,LsPWRCTL_BMUMaxTemp_deg
RC-BMS-029,VePWRCTL_CutPwrPercent_enum
RC-BMS-029,VePWRCTL_CutPwrPercent_enum
RC-BMS-029,VCU_214_VEH_STATE
RC-BMS-029,LsPWRCTL_BMUMinTemp_deg
RC-BMS-029,LsPWRCTL_BMUMaxTemp_deg
RC-BMS-029,LsPWRCTL_BattSOC_pct
RC-BMS-029,LfPWRCTL_BMSSysI_A
RC-BMS-029,VeFCH_ReqChargeCurr_A
RC-BMS-029,LbFTDC_InSumVol_flg
RC-BMS-029,VbFTDC_BatSystemFaultLmp_flg
RC-BMS-029,VbFTDC_BatSystemFaultLmp_flg
RC-BMS-030,LsPWRCTL_BMUMinTemp_deg
RC-BMS-030,LsPWRCTL_BMUMinTemp_deg
RC-BMS-030,LsPWRCTL_BMUMaxTemp_deg
RC-BMS-030,VePWRCTL_CutPwrPercent_enum
RC-BMS-030,VePWRCTL_CutPwrPercent_enum
RC-BMS-030,VCU_214_VEH_STATE
RC-BMS-030,LsPWRCTL_BMUMinTemp_deg
RC-BMS-030,LsPWRCTL_BMUMaxTemp_deg
RC-BMS-030,LsPWRCTL_BattSOC_pct
RC-BMS-030,LfPWRCTL_BMSSysI_A
RC-BMS-030,VeFCH_ReqChargeCurr_A
RC-BMS-030,LbFTDC_ExtSumVolt_flg
RC-BMS-030,VbFTDC_BatSystemFaultLmp_flg
RC-BMS-030,VbFTDC_BatSystemFaultLmp_flg
RC-BMS-031,LsPWRCTL_BMUMinTemp_deg
RC-BMS-031,LsPWRCTL_BMUMinTemp_deg
RC-BMS-031,LsPWRCTL_BMUMaxTemp_deg
RC-BMS-031,VePWRCTL_CutPwrPercent_enum
RC-BMS-031,VePWRCTL_CutPwrPercent_enum
RC-BMS-031,VCU_214_VEH_STATE
RC-BMS-031,LsPWRCTL_BMUMinTemp_deg
RC-BMS-031,LsPWRCTL_BMUMaxTemp_deg
RC-BMS-031,LsPWRCTL_BattSOC_pct
RC-BMS-031,LfPWRCTL_BMSSysI_A
RC-BMS-031,VeFCH_ReqChargeCurr_A
RC-BMS-031,LbFTDC_BMUEE_flg
RC-BMS-031,VbFTDC_BatSystemFaultLmp_flg
RC-BMS-031,VbFTDC_BatSystemFaultLmp_flg
RC-BMS-032,LsPWRCTL_BMUMinTemp_deg
RC-BMS-032,LsPWRCTL_BMUMinTemp_deg
RC-BMS-032,LsPWRCTL_BMUMaxTemp_deg
RC-BMS-032,VePWRCTL_CutPwrPercent_enum
RC-BMS-032,VePWRCTL_CutPwrPercent_enum
RC-BMS-032,VCU_214_VEH_STATE
RC-BMS-032,LsPWRCTL_BMUMinTemp_deg
RC-BMS-032,LsPWRCTL_BMUMaxTemp_deg
RC-BMS-032,LsPWRCTL_BattSOC_pct
RC-BMS-032,LfPWRCTL_BMSSysI_A
RC-BMS-032,VeFCH_ReqChargeCurr_A
RC-BMS-032,LeFTDC_CellVoltChnl_enum
RC-BMS-032,VbFTDC_BatSystemFaultLmp_flg
RC-BMS-032,VbFTDC_BatSystemFaultLmp_flg
RC-BMS-033,LsPWRCTL_BMUMinTemp_deg
RC-BMS-033,LsPWRCTL_BMUMinTemp_deg
RC-BMS-033,LsPWRCTL_BMUMaxTemp_deg
RC-BMS-033,VePWRCTL_CutPwrPercent_enum
RC-BMS-033,VePWRCTL_CutPwrPercent_enum
RC-BMS-033,VCU_214_VEH_STATE
RC-BMS-033,LsPWRCTL_BMUMinTemp_deg
RC-BMS-033,LsPWRCTL_BMUMaxTemp_deg
RC-BMS-033,LsPWRCTL_BattSOC_pct
RC-BMS-033,LfPWRCTL_BMSSysI_A
RC-BMS-033,VeFCH_ReqChargeCurr_A
RC-BMS-033,LbFTDC_ModuleVoltChnl_flg
RC-BMS-033,VbFTDC_BatSystemFaultLmp_flg
RC-BMS-033,VbFTDC_BatSystemFaultLmp_flg
RC-BMS-034,LsPWRCTL_BMUMinTemp_deg
RC-BMS-034,LsPWRCTL_BMUMinTemp_deg
RC-BMS-034,LsPWRCTL_BMUMaxTemp_deg
RC-BMS-034,VePWRCTL_CutPwrPercent_enum
RC-BMS-034,VePWRCTL_CutPwrPercent_enum
RC-BMS-034,VCU_214_VEH_STATE
RC-BMS-034,LsPWRCTL_BMUMinTemp_deg
RC-BMS-034,LsPWRCTL_BMUMaxTemp_deg
RC-BMS-034,LsPWRCTL_BattSOC_pct
RC-BMS-034,LfPWRCTL_BMSSysI_A
RC-BMS-034,VeFCH_ReqChargeCurr_A
RC-BMS-034,LbFTDC_BMUEE_flg
RC-BMS-034,VbFTDC_BatSystemFaultLmp_flg
RC-BMS-034,VbFTDC_BatSystemFaultLmp_flg
RC-BMS-035,LsPWRCTL_BMUMinTemp_deg
RC-BMS-035,LsPWRCTL_BMUMinTemp_deg
RC-BMS-035,LsPWRCTL_BMUMaxTemp_deg
